,기준_분기_코드,상권_구분_코드_명,상권_코드_명,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
70607,2,관광특구,이태원 관광특구,중식음식점,927097982,24584,660062446,267035536,69202454,145579334,159614620,115350769,170315269,199251027,67784509,0,0,253586472,91718462,480418986,101374062,377064257,437669066,4064056,395354497,230773112,73307830,81578354,29655472,18413,6171,1876,4084,4518,3528,4407,4636,1535,0,0,9667,2686,10667,1564,9993,12336,188,9984,6425,2187,2632,906,14
70608,2,관광특구,이태원 관광특구,일식음식점,466593341,8819,357844312,108749029,55414226,75079638,67951922,77332466,82066060,68141620,40607409,284767,0,54997278,18596293,196047102,196667901,227456517,115601132,1183430,88338259,95952828,65385053,64834649,27363435,6400,2419,841,1413,1440,1428,1278,1433,986,25,0,2643,852,3180,2119,4183,3403,46,2638,2190,1171,878,668,20
70609,2,관광특구,이태원 관광특구,양식음식점,12859937221,316539,7439551410,5420385811,977547955,1326315058,1716367630,1423678758,1995642009,3181278768,2239107043,88255796,104566088,2121275330,2140023811,5710382374,2695433822,6090896287,5567532881,99500962,4663587233,3887636498,1428032303,1113421607,466250567,179287,137252,26545,30366,40972,33455,47949,76978,60274,5727,5674,58587,55236,136852,54463,159313,142885,4048,128473,98787,33913,27078,9899,169
70610,2,관광특구,이태원 관광특구,제과점,634764035,67963,419257306,215506729,74700258,85138060,81911291,76076039,101431658,119533065,95973664,3887446,69058996,133686451,182999198,208738668,36393276,265838644,289664249,6588684,184479775,168675981,84913934,64057939,46786577,45782,22181,8918,8927,8880,8765,10292,11946,10235,343,8558,14032,18308,22548,4174,30228,34126,875,22690,19838,8600,7391,4958,18
70611,2,관광특구,이태원 관광특구,패스트푸드점,1029189562,74214,596503540,432686022,105576922,100179634,126611730,117733935,146401319,231966503,200719519,41071176,60887704,207973658,189220612,407874842,122161570,539174952,432369775,15705037,402788163,301382510,120068855,89854720,41745440,47379,26835,8900,8637,9716,9401,10725,13730,13105,4488,9321,15440,13345,22232,9388,41138,31073,1312,25350,22014,11425,7762,4350,27
70612,2,관광특구,이태원 관광특구,치킨전문점,51378495,1259,40593337,10785158,24269043,2113252,4804481,2247440,7159121,4798484,5986674,2775939,0,0,21694008,17334817,9573731,16189358,6939475,417553,3773718,4782743,4857706,5821002,3476109,793,466,127,97,180,134,255,194,272,127,0,0,51,646,435,765,299,15,269,239,157,232,149,8
70613,2,관광특구,이태원 관광특구,분식전문점,1005796776,71001,686078039,319718737,99795868,128183557,157841418,124144558,176112638,176789842,142928895,35650548,43833216,160046900,231675259,364126983,170463870,423780831,530102314,13638352,420460316,270368254,129050507,95832050,24533671,48295,22706,8134,9085,10606,9100,11370,12001,10705,3830,5348,12158,16462,22548,10655,32580,36766,1380,27561,20124,11520,6507,2255,75
70614,2,관광특구,이태원 관광특구,호프-간이주점,2281158080,65694,1209908346,1071249734,166173256,200111932,261308237,192538866,389776055,682463452,388786282,87801021,3476195,63299519,95553764,838776200,1192251381,1215555529,1010254843,30594539,1129084167,630920205,222229369,184630949,28351139,33399,32295,4592,5334,6286,5670,11517,21342,10953,889,298,3982,6248,29048,25229,33811,31094,1034,35586,17448,5351,4526,960,82
70615,2,관광특구,이태원 관광특구,커피-음료,5028090843,428098,3098803146,1929287697,526742231,567811839,717227163,587359032,699662881,1018125683,911162014,12543,281632932,1346402586,1695023053,1510678331,194341398,1737020281,2835920657,57350277,2085640614,1340792065,511489669,460896750,116771567,269748,158350,47959,50078,61488,52208,58015,81763,76587,6,33800,117950,148043,120089,8210,162133,247868,5771,184392,122827,47423,39257,10325,90
70616,2,관광특구,이태원 관광특구,예술학원,480444412,512,480444412,0,133011514,39732927,160807510,68211034,78681427,0,0,0,73838444,0,406605968,0,0,118414354,362030058,0,0,321103438,159340974,0,0,512,0,103,103,170,68,68,0,0,0,68,68,376,0,0,170,342,0,0,307,205,0,0,1
70617,2,관광특구,이태원 관광특구,일반의원,498118510,8601,450278525,47839985,134259573,97458536,54495438,41671073,122393905,47839985,0,0,119799734,135883892,155364478,87070406,0,236262958,255326825,258239,121640106,125605480,177878300,45149650,21058007,7655,946,2107,1802,785,1212,1749,946,0,0,1658,2316,2827,1800,0,3594,4997,51,2206,2703,1268,1495,868,6
70618,2,관광특구,이태원 관광특구,치과의원,318968819,3004,253925189,65043630,42104891,50256576,65569796,46152217,49841709,65043630,0,0,45974314,63311498,156588689,53094318,0,226083477,92885342,0,5635476,61290067,74837130,80163838,97042308,2597,407,477,618,582,485,435,407,0,0,536,866,1224,378,0,1554,1450,0,67,418,461,935,1123,6
70619,2,관광특구,이태원 관광특구,한의원,43498556,1867,41364749,2133807,10451212,4094243,6361415,4581018,15876861,2133807,0,0,3282951,18495222,6774839,14945544,0,31340298,12158258,0,3565237,4598800,27888421,2533896,4912202,1734,133,467,178,378,266,445,133,0,0,178,578,399,712,0,1289,578,0,177,267,913,155,355,2
70620,2,관광특구,이태원 관광특구,당구장,6230116,508,3983397,2246719,690646,677405,1291255,699120,624971,1537005,709714,0,0,429006,1545480,3393911,861719,5122972,1107144,101135,1487911,1699730,1809471,988976,142893,308,200,54,58,95,48,53,136,64,0,0,42,143,260,63,417,91,10,133,128,131,96,10,4
70621,2,관광특구,이태원 관광특구,골프연습장,50644667,1056,25201695,25442972,3522688,9174671,3353792,3293472,5857072,13529774,11913198,0,0,3408080,9373727,18590621,19272239,28477069,17034366,0,2997904,10085504,8046688,20526893,3854448,546,510,90,120,96,90,150,249,261,0,0,72,235,430,319,699,272,0,90,290,228,265,96,1
70622,2,관광특구,이태원 관광특구,스포츠클럽,470817707,4347,322641206,148176501,93577253,72367303,37044125,63182110,56470415,92391549,55784952,0,66358571,161579474,151713195,91166467,0,280062094,190755613,0,58850591,150713408,105991874,93700562,61561272,3049,1298,743,569,482,613,642,831,467,0,729,1503,1342,773,0,2387,1960,0,760,1655,1039,689,204,2
70623,2,관광특구,이태원 관광특구,자동차미용,31319001,826,18389400,12929601,3114794,3435540,4369264,4084157,3385645,6208204,6721397,0,3321496,10769916,12259600,4967989,0,19440807,8656486,0,1398959,10215347,11376165,3869434,1237387,485,341,86,85,108,113,93,149,192,0,93,277,334,122,0,525,223,0,35,274,315,88,36,1
70624,2,관광특구,이태원 관광특구,미용실,466374895,6481,299234010,167140885,46276306,50985148,63481505,53189626,85301425,119096532,48044353,13475,5141869,128897921,158113394,160847604,13360632,147962734,313725084,199810,98707075,149791161,91742832,60718556,60528384,4281,2200,613,720,992,778,1178,1376,824,7,178,1679,2189,2109,319,3029,3422,15,1624,2095,1328,706,684,28
70625,2,관광특구,이태원 관광특구,네일숍,14778168,216,10000000,4778168,0,5000000,1503759,0,3496241,970734,3807434,0,0,6992481,647156,7138531,0,1503759,13274409,0,2474493,4143397,6779679,1380599,0,162,54,0,25,34,0,103,21,33,0,0,93,11,112,0,34,182,0,55,114,36,11,0,5
70626,2,관광특구,이태원 관광특구,피부관리실,18089650,267,12845268,5244382,2229894,1940834,1139715,1734362,5800463,991064,4253318,0,0,2725426,6161107,7628439,1574678,1858245,16231405,0,2637315,5616031,4624966,4253317,958021,176,91,42,16,22,16,80,25,66,0,0,59,85,112,11,41,226,0,49,100,67,40,11,7
70627,2,관광특구,이태원 관광특구,세탁소,120886017,5371,84336749,36549268,16031903,15627308,15188714,9036016,28452808,36549268,0,0,12682907,33722913,33645003,24258435,16576759,47797354,60976189,0,9881033,39759456,38927792,12388817,7816448,4076,1295,922,1093,759,552,750,1295,0,0,662,1358,1535,1217,599,2852,2069,0,754,1923,1306,578,360,5
70628,2,관광특구,이태원 관광특구,가전제품수리,48000000,21,48000000,0,0,11270010,24614728,12115262,0,0,0,0,0,0,12115262,35884738,0,614728,47385272,0,614728,0,0,35270010,12115262,21,0,0,5,11,5,0,0,0,0,0,0,5,16,0,5,16,0,5,0,0,11,5,3
70629,2,관광특구,이태원 관광특구,여관,129520556,2322,69910567,59609989,9747119,12465015,12797396,13162969,21738068,35550745,24059244,42924475,9274296,3473680,9389133,16712901,47746071,105552443,21199904,779073,52780633,36266076,22498328,12917951,1510287,1314,1008,236,196,270,232,380,527,481,619,140,142,284,416,721,1900,374,22,1025,597,379,228,24,10
70630,2,관광특구,이태원 관광특구,노래방,23623056,1247,15046195,8576861,2539709,3385722,3341076,2640569,3139119,5248573,3328288,0,0,111487,1974250,16330152,5207167,14309350,8918856,1170615,13818107,5661739,1455794,710729,411222,745,502,119,175,191,116,144,298,204,0,0,9,131,791,316,724,518,70,774,287,65,32,15,5
70631,2,관광특구,이태원 관광특구,슈퍼마켓,5275216571,290288,4112724555,1162492016,866093673,567910402,644897500,769905674,1263917306,681799528,480692488,9383110,437026940,1889762744,1073416206,1379244983,486382588,1943711065,1654172476,23892730,682401768,934779594,694310037,786343229,476156187,200766,89522,38867,37375,41479,38524,44521,53646,35876,1208,30029,44864,65124,106687,42376,163456,110897,3694,74781,75033,43842,45341,31660,66
70632,2,관광특구,이태원 관광특구,편의점,5861292597,889664,3903791281,1957501316,706310451,731230124,751186146,758457005,956607555,1097596634,859904682,771109779,658682809,656076615,759694632,1393124012,1622604750,3750810955,1992342303,50065800,1959919026,1892609937,879906696,671111663,289540136,597126,292538,107428,112957,120547,118740,137454,160460,132078,93495,116548,121556,142018,220246,195801,566403,311607,10395,333468,289027,114052,94310,36759,24
70633,2,관광특구,이태원 관광특구,육류판매,2554580843,83261,1585141239,969439604,315200758,283449012,261199270,261552068,463740131,439667603,529772001,0,48297934,396014832,728138095,906747545,475382437,1939649082,448329174,0,627728797,1097339186,342094157,186190210,134625906,52215,31046,10702,8938,8350,9525,14700,14582,16464,0,2705,14348,21521,31869,12818,64410,16381,0,27731,36700,8051,5815,2495,4
70634,2,관광특구,이태원 관광특구,반찬가게,682792757,7381,597364240,85428517,214434436,23830871,115643223,85364452,158091258,33178673,52249844,5745693,5798919,410732122,171766115,57724483,31025425,628301235,41467752,1698840,44101404,77477427,90409102,450302525,5779687,4837,2544,1001,670,887,1022,1257,1237,1307,89,207,1820,2177,2033,1055,5274,1810,59,1511,2514,1698,1119,185,16
70635,2,관광특구,이태원 관광특구,일반의류,11025039690,118364,6770786285,4254253405,984059903,1099212463,1632387979,1408787406,1646338534,2303773933,1950479472,48389925,63447068,2361574257,4602235259,3848005575,101387606,4044147978,6471072663,70620918,2756822450,2545093237,1771522836,1966945383,1404215821,69842,48522,9771,11357,16945,13988,17781,25561,22961,74,2695,26663,44683,42262,1987,42218,74627,4282,44882,26821,16648,16071,8143,376
70636,2,관광특구,이태원 관광특구,신발,9515804796,51574,5671550278,3844254518,1550031495,1241523342,1241460659,1008937273,629597509,1755369174,2088885344,0,35381411,2667352854,4001504450,2808310870,3255211,5710923642,2159734080,106964421,1707034103,3128746088,1916585429,740542954,270784726,26244,25330,6387,3745,7010,4765,4337,11481,13849,0,254,12855,21224,17177,64,35088,15467,842,12942,19862,11758,3443,1713,43
70637,2,관광특구,이태원 관광특구,가방,1324730942,5197,858973549,465757393,115889211,121512438,324675972,69367435,227528493,373012719,92744674,0,0,288538918,411211106,624301032,679886,103523473,1220388814,0,36529984,37627635,526254781,405399579,318100308,3314,1883,599,566,778,484,887,1252,631,0,0,1053,2025,2095,24,1122,4052,0,810,457,1481,1551,874,91
70638,2,관광특구,이태원 관광특구,안경,157673256,1004,86464241,71209015,4234123,22139303,22872027,21540450,15678338,33055283,38153732,0,7933570,39258730,57728779,49241731,3510446,77731585,70933169,2545743,37044714,39514833,25746461,32712101,11100903,646,358,89,137,162,118,140,183,175,0,30,332,303,326,13,432,535,7,297,260,120,243,40,9
70639,2,관광특구,이태원 관광특구,시계및귀금속,356565735,1628,274024287,82541448,15112129,27231672,102082529,96386164,33211793,51980440,30561008,0,5941863,130753046,61849373,158021453,0,209211563,137732552,6411145,51266107,117792585,65393746,71011071,35069462,1089,539,119,161,258,343,208,287,252,0,38,523,490,577,0,967,570,82,288,423,393,251,101,20
70640,2,관광특구,이태원 관광특구,의약품,263026943,13082,231022845,32004098,57643837,49047537,27018685,33094657,64218129,32004098,0,0,35949777,75367910,87716531,62976196,1016529,164500235,98526708,1844773,38903059,66279421,54848598,49158355,51992737,11093,1989,2785,2110,1403,2122,2673,1989,0,0,1447,3348,3834,4332,121,7727,5355,123,2722,3545,2193,2362,2137,4
70641,2,관광특구,이태원 관광특구,의료기기,23352407098,1235,23352407098,0,0,7013498348,0,12906796447,3432112303,0,0,0,2257968621,1174143682,19920294795,0,0,23352407098,0,0,0,0,21094438477,2257968621,0,1235,0,0,391,0,392,452,0,0,0,226,226,783,0,0,1235,0,0,0,0,1009,226,0,4
70642,2,관광특구,이태원 관광특구,서적,1215549061,10285,822124085,393424976,119908789,142177181,168594345,212774542,178669228,197023398,196401578,0,0,347571243,404005062,463799365,173391,467728636,741953212,16969486,633967425,311122048,136848881,81029229,29744778,6453,3832,974,1105,1506,1402,1466,2102,1730,0,0,2412,3989,3878,6,3321,6862,116,5569,2880,857,604,157,6
70643,2,관광특구,이태원 관광특구,문구,8346702,1407,5406283,2940419,522236,1875510,1902757,538131,567649,1759710,1180709,0,45412,2595289,2261512,3444489,0,2781477,2901818,34059,1659804,1055825,2297840,386001,249765,906,501,158,158,273,181,136,296,205,0,23,432,409,543,0,590,500,23,341,273,319,114,23,2
70644,2,관광특구,이태원 관광특구,화장품,4197758494,45197,2688930350,1508828144,459107502,489659203,597609039,577665118,564889488,818269064,690559080,91366100,209143021,732841990,1210964852,1786563145,166879386,1652823681,2524141624,18579918,1675031225,1281550259,613935387,298329739,289538777,27983,17214,4562,4705,6425,5556,6735,9692,7522,686,1076,7974,14271,19654,1536,14227,30932,337,21214,12803,5358,3435,2012,43
70645,2,관광특구,이태원 관광특구,운동/경기용품,1185117930,9741,641495529,543622401,108336176,119888098,161306800,113373936,138590519,276760179,266862222,0,1697861,278939831,467494570,433994390,2991278,608601016,498693504,14273925,243858815,342735564,314181216,130545612,61699387,5037,4704,942,859,1357,867,1012,2221,2483,0,14,2258,3384,4047,38,5613,3958,140,2547,3122,2212,976,574,20
70646,2,관광특구,이태원 관광특구,섬유제품,74783518,125,74783518,0,27691987,23081142,18074791,2442730,3492868,0,0,0,0,5935598,23466562,45381358,0,0,74783518,0,0,19417486,31038352,12459834,11867846,125,0,33,41,30,9,12,0,0,0,0,21,30,74,0,0,125,0,0,18,48,38,21,10
70647,2,관광특구,이태원 관광특구,화초,98949172,2795,67878049,31071123,9377144,14909816,16148269,7513238,19929582,26753101,4318022,0,6775398,17813642,40489442,32943366,927324,26810214,49408821,107953,41217013,28134435,3302701,3281482,175450,1676,1119,112,287,394,225,658,934,185,0,50,500,1068,1151,26,970,1624,5,1419,1004,91,70,5,15
70648,2,관광특구,이태원 관광특구,애완동물,19977276,268,14523338,5453938,11541324,0,666832,1333664,981518,4191748,1262190,0,474673,3651703,1437068,5385951,9027881,3561654,16415622,0,1395762,5830457,1101322,10400632,1249103,107,161,38,0,9,18,42,104,57,0,21,132,41,56,18,80,188,0,77,93,20,49,29,3
70649,2,관광특구,이태원 관광특구,가구,69705235,151,67336507,2368728,10466817,8349766,2142959,45266624,1110341,2368728,0,0,17651686,23018126,17561897,11473526,0,19598484,49984614,0,244275,740227,1924592,19561473,47112530,137,14,30,23,22,55,7,14,0,0,5,87,44,15,0,20,124,0,7,7,7,28,94,35
70650,2,관광특구,이태원 관광특구,조명용품,14024518,671,10140054,3884464,1338444,866123,1427674,1008889,5498924,3658416,226048,0,113024,3616774,5507253,4656597,130870,922040,5542944,0,559172,998182,3955847,654350,297432,520,151,131,65,75,76,173,129,22,0,22,97,129,401,22,76,130,0,33,97,33,33,11,1
70651,2,관광특구,이태원 관광특구,전자상거래업,99349806,368,99349806,0,0,99349806,0,0,0,0,0,0,0,66233204,33116602,0,0,0,99349806,0,0,0,0,99349806,0,368,0,0,368,0,0,0,0,0,0,0,184,184,0,0,0,368,0,0,0,0,368,0,22
71584,3,골목상권,성심여자고등학교,한식음식점,977815638,36724,817135780,160679858,144169189,152356223,146688787,189777271,184144310,96458543,64221315,0,24780066,477815174,102832606,285548455,86839337,510049113,195826418,719827,55810283,111700553,149467342,213627668,174549858,32089,4635,5887,5962,6057,7142,7041,2898,1737,0,618,23597,3081,7871,1557,21322,8443,38,3685,6593,6505,7199,5753,69
71585,3,골목상권,성심여자고등학교,중식음식점,154608057,7479,127733864,26874193,18396558,31259991,23288743,25266952,29521620,9413682,17460511,0,575524,85701963,21023913,47306657,0,70832360,33256811,83676,9542517,24820374,30795360,22835492,16011757,6223,1256,871,1453,1189,1289,1421,477,779,0,38,4342,1047,2052,0,3929,1710,9,634,1364,1606,1222,807,6
71586,3,골목상권,성심여자고등학교,일식음식점,46811365,1370,39837040,6974325,6736071,7624107,7542884,10201575,7732403,6974325,0,0,0,22298346,5891355,17354590,1267074,19217298,11809785,0,1711092,1516158,3340961,14782536,9676335,1262,108,228,190,254,341,249,108,0,0,0,876,125,353,16,596,379,0,147,146,124,352,205,3
71587,3,골목상권,성심여자고등학교,치킨전문점,59579171,2658,46886464,12692707,9300268,9622247,8769835,9620183,9573931,8610223,4082484,0,413650,3592005,5269054,35369076,14935386,33964482,20467695,2247329,10242850,8446232,11081920,15239571,7174275,2063,595,423,392,409,450,389,409,186,0,17,170,270,1639,562,1513,1000,121,516,391,494,650,340,8
71588,3,골목상권,성심여자고등학교,분식전문점,5227781,433,5227781,0,228313,316126,860564,1744545,2078233,0,0,0,134646,3635445,304417,1153273,0,2810005,1393294,0,1270357,1018627,638105,784460,491751,433,0,35,35,105,129,129,0,0,0,12,257,35,129,0,211,129,0,105,94,70,47,23,1
71589,3,골목상권,성심여자고등학교,호프-간이주점,29795071,917,22171525,7623546,5826990,3772799,3507425,3478183,5586128,3175164,4448382,0,371102,1667013,2512131,15509549,9735276,23821341,3814918,0,979492,2724745,3166382,9531875,11233765,683,234,163,149,113,119,139,88,146,0,12,112,63,417,313,709,138,0,51,73,117,341,266,7
71590,3,골목상권,성심여자고등학교,커피-음료,98947766,15184,76840642,22107124,15204980,12711982,15627484,17731420,15564776,12284348,9822776,0,15334976,39610301,26200602,15643728,2158159,42033972,45564504,1416142,21259551,20902288,20719566,14428817,8872111,11876,3308,2311,2095,2411,2540,2519,1873,1435,0,2842,5484,4140,2503,215,6797,7380,317,4190,3414,2832,2222,1198,15
71591,3,골목상권,성심여자고등학교,외국어학원,221274637,917,220948236,326401,49074492,24926324,79412160,11425975,56109285,326401,0,0,13649158,4074199,91322961,98986440,13241879,108421072,112853565,0,0,652802,193354075,27267759,0,914,3,225,83,329,46,231,3,0,0,42,27,432,369,47,470,447,0,0,6,791,119,0,12
71592,3,골목상권,성심여자고등학교,일반의원,29755189,1083,25199068,4556121,5094637,5506622,6463194,3101523,5033092,4556121,0,0,6238476,10768278,12713006,35429,0,10771315,16944197,0,2609673,5166506,1584166,10434237,7920930,972,111,202,183,243,151,193,111,0,0,263,335,475,10,0,455,587,0,90,131,121,305,394,3
71593,3,골목상권,성심여자고등학교,자동차수리,110994353,707,84150800,26843553,9786719,21220256,13355111,12634499,27154215,26843553,0,0,14512502,47677676,18174731,30629444,0,60088825,30696857,0,1720715,23363255,24899478,10657302,30144932,589,118,79,108,105,143,154,118,0,0,131,250,150,176,0,399,127,0,14,93,145,96,178,10
71594,3,골목상권,성심여자고등학교,미용실,16876209,701,14290881,2585328,2652526,2658725,3471619,3119327,2388684,2425653,159675,0,765304,4463914,4955625,6691366,0,7900296,8669831,292844,4132954,1893938,2910697,4017107,3322586,583,118,114,84,127,148,110,110,8,0,41,191,220,249,0,364,328,28,133,98,152,176,106,14
71595,3,골목상권,성심여자고등학교,세탁소,10902503,847,9193659,1708844,2737112,1002430,2255886,1991735,1206496,1708844,0,0,2158030,1443082,3229614,4071777,0,5984365,3532636,0,661213,3578471,2201321,1747721,1328275,698,149,155,90,185,137,131,149,0,0,166,132,239,310,0,564,242,0,54,326,134,194,98,4
71596,3,골목상권,성심여자고등학교,노래방,72094419,574,50418129,21676290,4692343,3364867,9993269,19097828,13269822,15188485,6487805,18346906,0,0,0,8112111,45635402,46253127,8340143,0,6439411,1764204,5665513,27264126,13460016,415,159,69,50,80,104,112,136,23,121,0,0,0,136,317,459,55,0,149,45,98,155,67,11
71597,3,골목상권,성심여자고등학교,슈퍼마켓,173758541,20406,139387530,34371011,27295929,30696442,25288837,25355694,30750628,23927357,10443654,0,26096607,22411652,30285517,66113969,28850796,114242052,50833899,1589689,12041914,23556253,42895793,49838252,35154051,16116,4290,3248,3043,3121,3159,3545,2930,1360,0,3497,3033,3594,7339,2943,13604,6324,316,2011,3425,4720,5131,4324,9
71598,3,골목상권,성심여자고등학교,편의점,1221466663,172798,906247989,315218674,184595422,168390406,176614366,187691605,188956190,173690456,141528218,83902468,224855215,175987784,165439321,330866912,240414963,817968303,327440283,15645084,200057296,322147351,277834305,222873907,106850642,129355,43443,25322,24672,24899,27976,26486,22998,20445,11958,33035,27784,24911,44925,30185,117179,50363,3924,36943,44355,38505,29377,14436,13
71599,3,골목상권,성심여자고등학교,컴퓨터및주변장치판매,3637407602,6028,3637407602,0,2434243106,821215391,89691037,274532567,17725501,0,0,0,498441101,309522704,2641553482,187890315,0,590039400,2867986127,0,159529513,60266705,2717099568,77992206,443137535,6028,0,2128,1773,354,1418,355,0,0,0,1417,1418,2483,710,0,2129,3191,0,355,710,2482,710,1063,9
71600,3,골목상권,성심여자고등학교,육류판매,53973504,1134,28488117,25485387,3956508,3001830,5356101,6177484,9996194,16098926,9386461,0,3085589,8327309,11278704,31281902,0,25854648,28118856,0,2752353,3220686,6253138,20065339,21681988,819,315,144,108,162,180,225,216,99,0,90,126,207,711,0,522,612,0,27,126,279,369,333,3
71601,3,골목상권,성심여자고등학교,청과상,280867490,15771,217350031,63517459,49024131,37051382,39965362,44576588,46732568,58224103,5293356,0,3041835,68442703,73383402,122727172,13272378,68735369,212132121,329931,5211597,28674696,52185250,81975277,112490739,12694,3077,3013,2136,2178,2810,2557,2887,190,0,182,3322,3899,7419,949,4353,11418,71,441,1707,3187,4815,5550,3
71602,3,골목상권,성심여자고등학교,일반의류,24788978,215,14866248,9922730,5050598,4925672,0,4889978,0,9922730,0,0,0,4889978,7442048,12456952,0,22254756,2534222,1142185,0,4889978,7459894,11296921,0,179,36,107,36,0,36,0,36,0,0,0,36,107,72,0,179,36,36,0,36,72,71,0,3
71603,3,골목상권,성심여자고등학교,의약품,108885741,10560,84498023,24387718,17131597,13146472,15444734,19559884,19215336,19434976,4952742,0,17559782,20054429,35340874,30865777,5064879,56752261,48607274,37379,9171449,25606301,5690061,17972191,46882154,8223,2337,1732,1426,1762,1783,1520,1627,710,0,1877,2313,2940,2944,486,5725,4567,37,1755,2614,736,2069,3082,6
71604,3,골목상권,성심여자고등학교,화장품,8000000,1,8000000,0,0,0,0,0,8000000,0,0,0,0,0,8000000,0,0,0,8000000,0,0,0,8000000,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
71605,3,골목상권,성심여자고등학교,자전거 및 기타운송장비,139728093,1104,129747515,9980578,9212841,0,24759511,56452645,39322518,7365475,2615103,0,9356792,8565063,41193876,80612362,0,103092654,36635439,2039301,3814692,2974980,56860505,58827830,15210785,936,168,120,0,240,336,240,120,48,0,72,144,336,552,0,936,168,24,120,72,288,432,168,3
71606,3,골목상권,성심여자고등학교,철물점,7945373,322,7784571,160802,345073,3120434,1634101,1434183,1250780,134726,26076,0,1490681,4213021,1024789,1216882,0,1653221,394617,0,80836,558028,669286,279882,459807,295,27,35,34,69,79,78,18,9,0,69,157,70,26,0,147,70,0,18,43,52,44,61,3
71607,3,골목상권,성심여자고등학교,인테리어,69644217,716,69644217,0,0,64452232,0,0,5191985,0,0,0,0,69644217,0,0,0,5191985,64452232,0,0,5191985,64452232,0,0,716,0,0,358,0,0,358,0,0,0,0,716,0,0,0,358,358,0,0,358,358,0,0,2
71608,3,골목상권,성심여자고등학교,조명용품,1488922,30,1488922,0,0,0,1488922,0,0,0,0,0,0,0,0,1488922,0,1488922,0,0,0,0,1488922,0,0,30,0,0,0,30,0,0,0,0,0,0,0,0,30,0,30,0,0,0,0,30,0,0,1
71609,3,골목상권,성심여자고등학교,전자상거래업,1129933,221,1129933,0,138103,266162,316381,180789,228498,0,0,0,0,1129933,0,0,0,745756,384177,0,241052,220965,246074,421842,0,221,0,40,66,45,25,45,0,0,0,0,221,0,0,0,105,116,0,76,55,20,70,0,2
71610,3,골목상권,새남터성지,한식음식점,86432139,4420,74583513,11848626,14503980,15336483,11844379,19853299,13045372,7600169,4248457,0,1510446,45916052,5162654,26924485,6918502,48227496,20863523,0,5571740,13396899,15183061,17124724,17814595,3969,451,720,715,814,938,782,340,111,0,74,3442,164,585,155,2852,950,0,281,568,1212,899,840,13
71611,3,골목상권,새남터성지,중식음식점,25505212,1111,15361799,10143413,0,2640221,4067520,3159239,5494819,6301553,3841860,0,818017,13607294,3097182,7982719,0,11937409,6617477,0,885715,4236765,6775439,3198729,3458238,658,453,0,135,168,169,186,250,203,0,39,620,153,299,0,553,316,0,52,203,321,147,146,3
71612,3,골목상권,새남터성지,치킨전문점,27630928,1644,19606835,8024093,1766294,3038436,5636243,4300700,4865162,3856922,4167171,0,0,3920838,1827843,15547602,6334645,15625570,8936575,265778,4086486,3172132,7567133,5987515,3483103,1190,454,126,228,274,296,266,227,227,0,0,228,169,891,356,881,638,28,397,251,425,304,114,9
71613,3,골목상권,새남터성지,분식전문점,4901408,141,0,4901408,0,0,0,0,0,4901408,0,0,0,4549295,352113,0,0,0,4901408,0,0,4901408,0,0,0,0,141,0,0,0,0,0,141,0,0,0,70,71,0,0,0,141,0,0,141,0,0,0,1
71614,3,골목상권,새남터성지,호프-간이주점,14759833,507,12030153,2729680,702426,1982797,2756355,2542959,4045616,2729680,0,0,0,0,0,5512708,9247125,9167846,5591987,0,2192395,5824987,4316851,2101305,324295,409,98,36,71,63,98,141,98,0,0,0,0,0,195,312,332,175,0,57,172,194,65,19,3
71615,3,골목상권,새남터성지,커피-음료,78099037,7269,53750547,24348490,8607778,9199165,13278530,12520797,10144277,10953600,13394890,0,5093801,32766435,26071131,13311344,856326,32459080,32152679,55696,5294825,22350501,9521600,18653923,8735214,4989,2280,774,805,1089,1208,1113,985,1295,0,499,2919,2250,1489,112,3266,3526,14,659,2576,1097,1771,673,6
71616,3,골목상권,새남터성지,일반교습학원,18000000,82,16782609,1217391,3396226,5331047,3272727,4782609,0,0,1217391,0,0,0,3826087,14173913,0,9277649,8722351,0,1217391,0,0,16782609,0,73,9,11,34,11,17,0,0,9,0,0,0,17,65,0,31,51,0,9,0,0,73,0,3
