,기준_분기_코드,상권_구분_코드_명,상권_코드_명,서비스_업종_코드_명,분기당_매출_금액,분기당_매출_건수,주중_매출_금액,주말_매출_금액,월요일_매출_금액,화요일_매출_금액,수요일_매출_금액,목요일_매출_금액,금요일_매출_금액,토요일_매출_금액,일요일_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,남성_매출_금액,여성_매출_금액,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,주중_매출_건수,주말_매출_건수,월요일_매출_건수,화요일_매출_건수,수요일_매출_건수,목요일_매출_건수,금요일_매출_건수,토요일_매출_건수,일요일_매출_건수,시간대_건수~06_매출_건수,시간대_건수~11_매출_건수,시간대_건수~14_매출_건수,시간대_건수~17_매출_건수,시간대_건수~21_매출_건수,시간대_건수~24_매출_건수,남성_매출_건수,여성_매출_건수,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,점포수
700,1,골목상권,성심여자고등학교,한식음식점,868363436,31634,748083265,120280171,155386086,163513495,167949256,120054314,141180114,73240312,47039859,540144,11289550,393283494,75333261,309787277,78129710,444017438,151930914,1131411,49427579,112179586,143890695,168958291,120360794,28068,3566,5995,5954,5845,4976,5298,2203,1363,10,565,19989,2499,7256,1315,18148,6668,133,3849,5447,5748,5590,4049,73
701,1,골목상권,성심여자고등학교,중식음식점,219583355,9667,173371286,46212069,35018713,41115354,35664883,27191400,34380936,25273146,20938923,0,585540,118683325,35401050,64838944,74496,111259460,35776999,208660,10509939,27303895,46434123,41411669,21168175,7656,2011,1548,1721,1586,1334,1467,1113,898,0,35,5608,1550,2469,5,5579,1789,17,637,1338,2252,2008,1119,12
702,1,골목상권,성심여자고등학교,일식음식점,50016956,1174,45506386,4510570,6032141,10970483,6362447,12199653,9941662,4510570,0,0,0,25812581,4039478,16580267,3584630,20392319,9172753,0,720175,3254324,7894850,8328037,9367689,1065,109,168,226,189,238,244,109,0,0,0,758,119,265,32,433,270,0,32,119,178,196,179,3
703,1,골목상권,성심여자고등학교,치킨전문점,71570368,3045,55557508,16012860,10192878,10585661,9982628,11764425,13031916,12514845,3498015,0,0,1809931,3916036,44736320,21108081,42247539,23868588,1333816,12387212,11293901,17936750,14036089,9128358,2397,648,390,450,464,472,621,553,95,0,0,101,216,1980,748,1750,1137,56,537,434,711,615,533,9
704,1,골목상권,성심여자고등학교,분식전문점,35435338,3431,34030336,1405002,5122406,7704097,7762640,5584886,7856307,1405002,0,0,3723258,22392228,2476318,6843534,0,16877594,6773284,0,5696115,4700905,8506120,3594465,1153273,3278,153,597,516,842,585,738,153,0,0,433,2002,246,750,0,1908,703,0,715,503,843,363,188,3
705,1,골목상권,성심여자고등학교,호프-간이주점,25284507,929,19226846,6057661,4331644,4708437,3081410,2310935,4794420,3877348,2180313,0,783438,3828830,2169178,9247728,9255333,20401602,3522443,0,1024683,2818941,3189101,9529645,7361675,733,196,189,191,129,85,139,96,100,0,18,230,108,309,264,743,125,0,71,102,123,399,173,8
706,1,골목상권,성심여자고등학교,커피-음료,58390258,8874,46827328,11562930,9305866,9199512,10752664,8504466,9064820,7762745,3800185,0,7459431,28440738,14294774,7561235,634080,23645555,24550399,700747,14121069,12906515,9113188,6649545,4704888,7302,1572,1362,1495,1703,1376,1366,970,602,0,1506,3779,2356,1163,70,4127,3847,141,2789,1979,1382,1001,683,15
707,1,골목상권,성심여자고등학교,외국어학원,199524400,675,179772687,19751713,52670248,22314593,71118091,0,33669755,10558045,9193668,5904328,9678208,24418630,52363158,95749571,11410505,87957722,111566678,0,0,0,160218060,39306340,0,611,64,158,79,248,0,126,30,34,16,30,100,193,300,36,304,371,0,0,0,532,143,0,10
708,1,골목상권,성심여자고등학교,일반의원,59328679,1185,44826223,14502456,6707045,12553880,11755218,1941489,11868591,14502456,0,0,15806229,29578855,13943595,0,0,20218201,39110478,0,30894002,8388816,3543561,8201872,8300428,993,192,243,244,193,111,202,192,0,0,323,457,405,0,0,460,725,0,276,122,123,265,399,3
709,1,골목상권,성심여자고등학교,자동차수리,273018580,2865,228165138,44853442,35201800,44391536,34776725,90476929,23318148,29739468,15113974,0,34939790,144087592,67250734,26740464,0,177400393,25615325,0,5576995,67846425,66198027,29207565,34186706,2194,671,389,429,420,541,415,366,305,0,587,1133,1009,136,0,1376,449,0,54,427,547,455,345,14
710,1,골목상권,성심여자고등학교,미용실,18100970,665,16174347,1926623,2880892,3970809,2267433,3880460,3174753,1926623,0,0,511664,4189566,6754258,6315605,329877,7054535,10641165,135839,2540226,1048114,2392349,8238110,3341060,593,72,137,136,99,123,98,72,0,0,43,172,201,244,5,348,302,15,77,70,134,240,114,15
711,1,골목상권,성심여자고등학교,세탁소,47447352,2905,36809180,10638172,5742731,8025946,7880535,4182522,10977446,9729421,908751,0,2368779,20686638,10201101,14017795,173039,18070973,22855808,53702,2243548,6852516,12263952,13149750,6363314,2279,626,502,400,542,346,489,554,72,0,281,774,764,1080,6,1099,1687,6,198,533,583,893,574,7
712,1,골목상권,성심여자고등학교,노래방,44825391,299,38527685,6297706,7151672,9252808,4616903,11116570,6389732,6297706,0,18935334,0,0,0,4947337,20942720,18601034,305673,107008,3578359,2552511,505445,11258109,905275,260,39,46,62,30,55,67,39,0,46,0,0,0,100,153,195,17,5,103,47,15,36,8,9
713,1,골목상권,성심여자고등학교,슈퍼마켓,127085935,14261,99494799,27591136,18238302,17378629,24249762,20366941,19261165,19790681,7800455,0,10700082,14579102,24927370,56350596,20528785,86954484,37037507,2124646,11150676,10816971,42073971,37666687,20159040,11361,2900,2208,2128,2775,2073,2177,1918,982,0,1790,2065,2755,5815,1836,9857,4148,429,1578,1722,4343,3773,2160,9
714,1,골목상권,성심여자고등학교,편의점,1159007816,165294,853124610,305883206,174425466,159759448,167587121,162543736,188808839,157750051,148133155,80129100,190698638,165023231,154993989,337383674,230779184,803996653,297050517,13133810,213343954,311312042,281940942,207785571,73530848,123189,42105,24758,24618,24991,22882,25940,21362,20743,9835,30775,28014,23246,44057,29367,114080,46686,3730,39299,44068,34712,27849,11110,15
715,1,골목상권,성심여자고등학교,컴퓨터및주변장치판매,4094828343,4305,4094828343,0,296370383,628386748,1284077863,1885993349,0,0,0,0,1132772983,2070505184,556183690,335366486,0,908733278,3186095065,0,280771942,0,2251376200,1547081760,15598441,4305,0,709,1468,1418,710,0,0,0,0,354,1418,1468,1065,0,3241,1064,0,354,0,2482,1114,355,9
716,1,골목상권,성심여자고등학교,육류판매,53181841,1260,34933993,18247848,5177774,6669233,6932221,9938554,6216211,16852758,1395090,0,4832830,13431233,10202440,24535210,180128,22921816,30260025,170221,466683,2988421,5543302,26721017,17292197,963,297,144,171,189,270,189,252,45,0,108,234,306,603,9,549,711,9,36,147,211,493,364,3
717,1,골목상권,성심여자고등학교,청과상,270270943,17015,223685197,46585746,46319496,45347935,50633563,41274827,40109376,45749768,835978,0,2016182,54075124,87103274,113475916,13600447,69903615,200367328,208812,2927761,29897179,61606612,73396029,102234550,14310,2705,3000,2936,3183,2529,2662,2628,77,0,112,3014,5388,7693,808,4643,12372,21,432,2070,3911,4838,5743,3
718,1,골목상권,성심여자고등학교,일반의류,62427535,964,62427535,0,4354579,2177290,31588546,17703864,6603256,0,0,0,7602667,30089429,23200628,1534811,0,21451658,40975877,10065503,0,5032752,37263777,10065503,0,964,0,70,36,465,286,107,0,0,0,143,429,356,36,0,357,607,214,0,71,536,143,0,2
719,1,골목상권,성심여자고등학교,의약품,115952862,8081,96049666,19903196,18815449,19132368,25087107,14555063,18459679,17940789,1962407,0,20197686,26436645,41853817,24567828,2896886,49571890,65371733,186896,10093869,21277102,8032543,15153913,60199301,6763,1318,1720,1372,1694,892,1085,982,336,0,1692,1739,2233,2081,336,3864,4141,37,1407,1676,941,1778,2167,6
720,1,골목상권,성심여자고등학교,자전거 및 기타운송장비,17729921,264,14251114,3478807,0,0,1319548,12931566,0,2279218,1199589,0,1199589,1679424,3238890,11612018,0,15810579,1919342,0,1199589,599794,959671,12931566,2039301,168,96,0,0,96,72,0,72,24,0,24,48,120,72,0,168,96,0,24,24,24,120,72,3
721,1,골목상권,성심여자고등학교,철물점,9455178,522,8583369,871809,1461998,1621061,949168,3095229,1455913,758813,112996,0,2867496,3448994,1448090,1690598,0,1931366,1563695,0,69536,491099,1093456,52152,1788817,444,78,105,96,87,112,44,69,9,0,158,147,130,87,0,113,131,0,9,35,78,9,112,3
722,1,골목상권,성심여자고등학교,전자상거래업,3628340,352,3628340,0,695537,1305700,615186,700558,311359,0,0,0,389199,2006259,1072180,160702,0,1709965,1531687,0,359068,1732564,494659,615186,40175,352,0,80,107,60,65,40,0,0,0,50,202,85,15,0,150,160,0,40,145,45,75,5,3
723,1,골목상권,새남터성지,한식음식점,99620521,4072,76752062,22868459,10172133,15693326,25852755,14177929,10855919,12217732,10650727,0,1118726,44449470,15478132,29943553,8630640,45831735,26196975,0,6687977,8931180,16344523,13185518,26879510,3470,602,699,716,816,732,507,355,247,0,40,2919,304,646,163,2711,850,0,439,472,1174,642,831,15
724,1,골목상권,새남터성지,중식음식점,24019805,1010,12460376,11559429,0,2036580,3006919,3774162,3642715,6273345,5286084,0,423111,12879541,4325336,6391817,0,8562101,9906470,0,575432,5985630,5989578,4558329,1359601,587,423,0,118,135,176,158,215,208,0,23,508,220,259,0,417,362,0,33,226,259,197,62,3
725,1,골목상권,새남터성지,치킨전문점,39904445,2053,24613635,15290810,3428201,4035516,6800218,3600348,6749352,9443599,5847211,0,0,3969805,4899509,22279469,8755662,20970795,16481973,1174623,3862927,6509852,11374930,10041745,4488690,1264,789,173,188,350,192,361,488,301,0,0,226,234,1121,472,1045,920,54,342,329,593,466,183,9
726,1,골목상권,새남터성지,분식전문점,10676056,81,10676056,0,0,86518,0,0,10589538,0,0,0,0,676056,86518,9913482,0,0,762574,0,0,676056,86518,0,0,81,0,0,7,0,0,74,0,0,0,0,70,7,4,0,0,77,0,0,70,7,0,0,3
727,1,골목상권,새남터성지,호프-간이주점,8420219,249,7504398,915821,1404852,657969,2258433,1298153,1884991,915821,0,0,0,0,0,4783609,3636610,6384073,2036146,0,1938339,2951968,2036146,1146999,346767,222,27,44,27,62,36,53,27,0,0,0,0,0,160,89,160,89,0,54,62,88,27,18,3
728,1,골목상권,새남터성지,커피-음료,62846871,5455,38296482,24550389,5921125,12635090,6460736,6233246,7046285,11399168,13151221,0,4133153,21162742,23582055,13579049,389872,32710148,24018936,460886,4068155,9536476,10581204,20146761,11935603,3313,2142,727,792,599,568,627,901,1241,0,381,1942,1965,1125,42,2502,2706,67,406,1041,1136,1894,664,6
729,1,골목상권,새남터성지,일반교습학원,18000000,65,18000000,0,3529412,7034483,5367139,2068966,0,0,0,0,0,0,2470588,15529412,0,12632860,5367140,0,0,0,5367139,11598378,1034483,65,0,12,27,19,7,0,0,0,0,0,0,12,53,0,46,19,0,0,0,19,39,7,3
730,1,골목상권,새남터성지,외국어학원,180193189,506,180193189,0,51077536,10275826,65500316,18440477,34899034,0,0,0,0,16867866,75377604,87947719,0,55938920,124254269,0,0,31299831,115339638,14455254,19098466,506,0,150,43,140,76,97,0,0,0,0,55,215,236,0,110,396,0,0,112,317,43,34,5
731,1,골목상권,새남터성지,예술학원,5093716,15,5093716,0,0,0,0,0,5093716,0,0,0,0,5093716,0,0,0,0,5093716,0,0,0,5093716,0,0,15,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,15,0,0,0,15,0,0,1
732,1,골목상권,새남터성지,치과의원,44291376,1038,42535919,1755457,12775209,22269968,4264298,1283148,1943296,1755457,0,0,1350581,4560526,25774236,12606033,0,4064339,38594609,0,645113,1736621,20851531,16198480,3227204,940,98,156,250,300,77,157,98,0,0,116,339,486,97,0,301,640,0,58,144,165,311,263,6
733,1,골목상권,새남터성지,자동차수리,159522369,827,132319416,27202953,27342034,59284867,27844525,3918517,13929473,27202953,0,0,14986398,35665720,91974525,16895726,0,103805658,7790935,0,7376033,1152505,35662342,33906703,33499011,702,125,185,184,162,46,125,125,0,0,194,217,370,46,0,573,115,0,23,23,194,230,217,4
734,1,골목상권,새남터성지,미용실,37648033,972,23805663,13842370,2275659,8029285,3387350,5388626,4724743,10844992,2997378,0,937083,7856143,17541090,11313717,0,6786075,29527581,0,610298,3362765,6049708,8988188,17302698,595,377,67,134,104,139,151,228,149,0,42,196,429,305,0,272,691,0,23,109,183,258,390,12
735,1,골목상권,새남터성지,세탁소,14201465,305,10444065,3757400,1709153,3965211,1550495,202211,3016995,3232272,525128,0,594813,4130713,3858194,5617745,0,4987467,9213998,0,572414,1645068,3699536,2977175,5307272,249,56,44,93,44,12,56,31,25,0,12,50,100,143,0,112,193,0,25,50,87,75,68,1
736,1,골목상권,새남터성지,슈퍼마켓,190428299,11276,127843513,62584786,35799995,18317652,25730269,23236483,24759114,33692088,28892698,0,13828371,36864460,58294266,78371868,3069334,81543957,85939575,305705,14444680,34572063,32758498,43417905,41984679,7298,3978,1625,1129,1626,1491,1427,1989,1989,0,951,2037,2819,5178,291,4964,5227,70,767,2229,1797,2677,2649,6
737,1,골목상권,새남터성지,편의점,938493297,121905,647894901,290598396,118163532,122231394,124938448,122585224,159976303,151439246,139159150,56232269,129272153,120361717,132172576,298873267,201581315,548985123,378805776,7462272,90736454,261827451,289625561,187059947,91079215,85692,36213,16768,17106,16905,16521,18392,18630,17583,7514,20007,17034,16473,35695,25182,69432,51601,2300,16690,35930,30169,21888,14056,14
738,1,골목상권,새남터성지,육류판매,68262932,2403,44530729,23732203,614177,11065348,10483114,11882073,10486017,15133000,8599203,0,2283199,14460019,21438840,29582128,498746,24784574,43478358,0,708513,10432609,10937819,12875616,33308375,1626,777,22,407,356,456,385,486,291,0,138,450,639,1169,7,955,1448,0,22,434,478,485,984,3
739,1,골목상권,새남터성지,의약품,77771200,3280,73311222,4459978,24393278,14396592,14394634,11167762,8958956,4228424,231554,0,18128649,25604471,29961032,4077048,0,36508463,41262737,29129,509209,2842011,8898860,12859958,52632033,2982,298,726,661,646,453,496,264,34,0,678,980,1214,408,0,1524,1756,7,63,204,342,737,1927,6
740,1,골목상권,새남터성지,철물점,20603381,192,18204571,2398810,4125953,6476788,3172027,0,4429803,0,2398810,0,5725160,2078969,9520878,3278374,0,1231389,4077977,0,0,1231389,0,0,4077977,176,16,48,48,48,0,32,0,16,0,48,16,96,32,0,16,48,0,0,16,0,0,48,6
741,1,골목상권,효창공원앞역 6번,한식음식점,299166813,13825,216478834,82687979,38104554,50393792,42222752,42918694,42839042,47271787,35416192,0,11501919,84628368,45475757,144071943,13488826,132013574,97367523,674977,15702603,46032595,54250304,54902635,57817983,10931,2894,2288,2358,2199,1964,2122,1785,1109,0,1155,4293,2863,4936,578,5919,6721,108,1324,2954,3887,2470,1896,17
742,1,골목상권,효창공원앞역 6번,양식음식점,100886113,5120,72248203,28637910,6939005,17457475,15694283,17989761,14167679,12899681,15738229,0,102812,39745155,12838355,42717547,5482244,43670568,45567000,700936,9450856,17060717,21825307,23035382,17164373,3827,1293,403,990,886,770,778,603,690,0,27,2277,787,1806,223,2210,2528,43,660,1001,1064,1162,808,6
743,1,골목상권,효창공원앞역 6번,치킨전문점,58292117,3166,35384198,22907919,6684081,5746584,7132639,6847623,8973271,10588305,12319614,1518212,707170,3325974,5026625,31254530,16459606,30817714,24296292,642680,7484622,10223907,15014562,13934256,7813979,1941,1225,376,359,388,324,494,598,627,60,12,168,259,1751,916,1690,1378,42,539,598,775,714,401,9
744,1,골목상권,효창공원앞역 6번,커피-음료,81399684,8804,50715884,30683800,9203702,9694365,9357729,11942819,10517269,16085446,14598354,0,504643,25404859,35201167,19986002,303013,29650965,44754389,370335,22308080,24754799,12770012,10825478,3376651,5533,3271,1037,1047,1130,1156,1163,1650,1621,0,45,2859,3712,2143,45,3475,4797,44,2642,2703,1276,1184,423,12
745,1,골목상권,효창공원앞역 6번,일반교습학원,6196169,25,6196169,0,4443717,0,1752452,0,0,0,0,0,0,0,6196169,0,0,0,6196169,0,0,0,0,6196169,0,25,0,19,0,6,0,0,0,0,0,0,0,25,0,0,0,25,0,0,0,0,25,0,3
746,1,골목상권,효창공원앞역 6번,예술학원,81616576,388,81616576,0,26000000,44055556,7944444,0,3616576,0,0,0,0,0,52000000,29616576,0,11561020,70055556,0,3616576,0,78000000,0,0,388,0,113,185,72,0,18,0,0,0,0,0,226,162,0,90,298,0,18,0,370,0,0,5
747,1,골목상권,효창공원앞역 6번,스포츠 강습,20282843,27,14123202,6159641,12856699,1059804,0,0,206699,0,6159641,0,0,6903758,12112582,206699,1059804,5952941,14329902,0,0,20282843,0,0,0,22,5,13,4,0,0,5,0,5,0,0,9,9,4,5,5,23,0,0,27,0,0,0,3
748,1,골목상권,효창공원앞역 6번,치과의원,150384309,741,136492512,13891797,53413515,29663422,22373679,10585108,20456788,13891797,0,0,18063248,55159513,70880693,6280855,0,54053851,96330458,0,13030122,98830,10817771,55835881,70601705,679,62,174,207,123,62,113,62,0,0,93,319,216,113,0,236,505,0,113,72,82,195,279,3
749,1,골목상권,효창공원앞역 6번,한의원,31466546,1565,29878223,1588323,6632362,6671482,9227404,1139733,6207242,1588323,0,0,6157688,1810011,13564651,9934196,0,15797172,15669374,0,876316,633765,5839502,2610693,21506270,1357,208,234,339,288,261,235,208,0,0,234,286,706,339,0,782,783,0,104,78,104,391,888,3
750,1,골목상권,효창공원앞역 6번,당구장,7193031,541,3178357,4014674,495186,311783,548372,271435,1551581,2707017,1307657,0,0,68776,614397,4981201,1528657,7193031,0,339294,691426,87116,1300322,3310407,1464466,256,285,46,18,37,18,137,193,92,0,0,9,46,385,101,541,0,55,45,9,128,212,92,3
751,1,골목상권,효창공원앞역 6번,PC방,97641239,18807,62536771,35104468,12733166,13502516,12164213,11155268,12981608,17346109,17758359,8495730,4446683,13653605,25403113,29377565,16264543,80728624,16912615,8119882,62226631,18864655,4323521,3910409,196141,12322,6485,2428,2687,2390,2238,2579,3198,3287,1537,980,2585,5222,5652,2831,16136,2671,2335,11793,3374,761,499,45,3
752,1,골목상권,효창공원앞역 6번,자동차수리,158923109,891,142461423,16461686,48580137,34550057,23302437,23546204,12482588,16461686,0,0,22880109,44098210,73372567,18572223,0,119969046,21163569,0,0,24920661,37299324,42938869,35973762,731,160,183,162,156,105,125,160,0,0,199,232,315,145,0,642,160,0,0,105,245,185,267,9
753,1,골목상권,효창공원앞역 6번,미용실,86231242,3275,53936422,32294820,13196928,7457698,13060205,9568002,10653589,13991783,18303037,0,1457969,22184143,26484702,34746013,1358415,44774636,41456606,1119434,18167125,23463032,18713705,16079567,8688379,2068,1207,497,243,470,399,459,544,663,0,90,809,935,1412,29,2053,1222,53,620,889,651,761,301,23
754,1,골목상권,효창공원앞역 6번,세탁소,32396648,2178,22505286,9891362,6128935,3448673,6042358,2956791,3928529,9891362,0,0,5765207,8006106,10702957,7922378,0,15581082,16815566,268522,2958375,8898635,9271485,7876185,3123446,1498,680,441,228,373,213,243,680,0,0,426,554,700,498,0,1044,1134,15,208,654,600,429,272,3
755,1,골목상권,효창공원앞역 6번,노래방,869905,10,869905,0,0,869905,0,0,0,0,0,0,0,0,0,446708,423197,869905,0,0,0,0,869905,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,10,0,0,2
756,1,골목상권,효창공원앞역 6번,슈퍼마켓,1606862628,90640,1098627030,508235598,219672995,190340464,221392635,212311058,254909878,260996328,247239270,0,197556153,294963272,461938876,611864190,40540137,570408013,923387907,2328794,94107944,191221116,391197970,413197550,401742546,62142,28498,12750,11706,12603,12188,12895,14328,14170,0,10841,14869,22621,38988,3321,38751,50199,462,10418,14698,19787,22535,21049,3
757,1,골목상권,효창공원앞역 6번,편의점,475009251,70272,329509127,145500124,64820290,63146340,66683472,56353306,78505719,77450839,68049285,47928301,51088314,47951351,58049558,139178407,130813320,289010341,181983567,4570598,98536112,153769274,103156673,68600483,42360767,49238,21034,9700,9850,10200,8563,10925,10928,10106,6679,9205,8173,9160,19580,17475,42028,27914,1200,17121,23607,12754,9649,5611,9
758,1,골목상권,효창공원앞역 6번,컴퓨터및주변장치판매,240832565,274,240832565,0,59788029,0,81228209,47857143,51959184,0,0,0,47857143,77563540,81228209,34183673,0,240832565,0,0,0,0,107645173,133187392,0,274,0,81,0,56,103,34,0,0,0,34,81,56,103,0,205,69,0,0,68,116,90,0,4
759,1,골목상권,효창공원앞역 6번,핸드폰,8123884,86,8123884,0,0,517445,569189,0,7037250,0,0,0,0,655430,7416710,51744,0,7554695,569189,0,137985,6899265,51744,0,1034890,86,0,0,18,34,0,34,0,0,0,0,35,34,17,0,52,34,0,17,18,17,0,34,3
760,1,골목상권,효창공원앞역 6번,미곡판매,51599305,530,51599305,0,0,17781914,0,0,33817391,0,0,0,0,0,40908988,10690317,0,6350684,45248621,0,0,0,0,3810410,47788895,530,0,0,318,0,0,212,0,0,0,0,0,318,212,0,106,424,0,0,0,0,106,424,2
761,1,골목상권,효창공원앞역 6번,육류판매,3741590,134,3741590,0,1388258,588333,1114736,278684,371579,0,0,0,3411298,0,0,330292,0,330292,0,0,0,0,0,0,330292,134,0,51,21,31,21,10,0,0,0,124,0,0,10,0,10,0,0,0,0,0,0,10,1
762,1,골목상권,효창공원앞역 6번,반찬가게,77105204,1316,76815398,289806,31199306,21788442,20337503,765915,2724232,289806,0,0,0,39783783,15438139,21883282,0,12819912,52676760,0,3074802,442236,2709206,8212149,51058279,1295,21,546,205,256,62,226,21,0,0,0,917,297,102,0,749,434,0,146,43,245,399,348,8
763,1,골목상권,효창공원앞역 6번,일반의류,67293422,8290,48213095,19080327,10043253,9392954,10067975,7678321,11030592,10399111,8681216,0,6300842,23921644,21342550,15420452,307934,26295958,37943852,718022,11232055,19058074,13145356,12008637,8077667,6022,2268,1213,1223,1265,1033,1288,1171,1097,0,843,2931,2564,1909,43,3467,4727,129,1607,2564,1681,1181,1032,5
764,1,골목상권,효창공원앞역 6번,신발,3420659,43,3420659,0,0,715619,0,0,2705040,0,0,0,0,0,1288114,2132545,0,572495,2848164,0,0,0,572495,0,2848164,43,0,0,14,0,0,29,0,0,0,0,0,29,14,0,14,29,0,0,0,14,0,29,2
765,1,골목상권,효창공원앞역 6번,안경,20695182,226,13766717,6928465,2435789,2828221,3653683,2052377,2796647,6928465,0,0,0,7045744,6838251,4961792,1849395,11129042,8979747,0,1117586,814652,6394781,8170864,3610906,162,64,32,41,31,27,31,64,0,0,0,73,85,63,5,111,111,0,28,19,64,61,51,3
766,1,골목상권,효창공원앞역 6번,의약품,21506897,2396,12513079,8993818,2538104,1643076,2774526,2714671,2842702,3001568,5992250,919422,1154594,3118904,4233279,7644959,4435739,11087391,10419506,44715,2810483,6125687,3642161,4475141,4408710,1400,996,275,212,276,299,338,382,614,88,157,313,438,887,513,1144,1252,6,464,686,395,489,356,3
767,1,골목상권,효창공원앞역 6번,문구,10474821,1448,8646058,1828763,1720221,2459182,1953750,1364994,1147911,1773944,54819,0,935212,1877004,4005079,3657526,0,5108037,5004978,404565,641383,1462571,3908597,1782715,1913184,1228,220,264,328,274,198,164,209,11,0,121,253,471,603,0,592,811,99,154,253,569,165,165,3
768,1,골목상권,효창공원앞역 6번,화장품,62000000,82,42357143,19642857,0,42357143,0,0,0,19642857,0,0,0,7857143,0,54142857,0,7857143,54142857,0,19642857,34500000,7857143,0,0,64,18,0,64,0,0,0,18,0,0,0,18,0,64,0,18,64,0,18,46,18,0,0,2
769,1,골목상권,효창공원앞역 6번,섬유제품,40937213,584,29274799,11662414,5307469,15550533,7462777,681443,272577,11097790,564624,0,0,10095094,16274811,14567308,0,9524629,31120537,0,0,1654933,10011375,915081,28063778,369,215,78,155,79,38,19,196,19,0,0,155,234,195,0,136,428,0,0,39,116,58,351,3
770,1,골목상권,효창공원앞역 6번,화초,1380000,80,1140000,240000,400000,0,0,0,740000,0,240000,240000,240000,0,0,400000,500000,1140000,240000,0,740000,640000,0,0,0,60,20,20,0,0,0,40,0,20,20,20,0,0,20,20,60,20,0,40,40,0,0,0,2
771,1,골목상권,효창공원앞역 6번,철물점,58474963,3419,44007471,14467492,7547688,9709311,4924965,9529447,12296060,4087786,10379706,0,17407428,8535298,13931175,18568360,32702,24781795,5817737,0,4104137,1079175,10461463,4480213,10474544,2437,982,476,415,356,655,535,476,506,0,1011,654,862,862,30,1873,535,0,298,179,832,326,773,3
772,1,골목상권,효창동주민센터,한식음식점,305543657,10370,223379903,82163754,47423439,44081446,44162859,39489651,48222508,38672959,43490795,0,936254,123598118,37986542,127442930,15579813,154870116,101406057,1747144,33552911,45901152,54327945,82431234,38315787,8136,2234,1812,1731,1546,1424,1623,1316,918,0,24,4716,1519,3858,253,5334,3900,91,1446,1944,2212,2437,1100,12
773,1,골목상권,효창동주민센터,제과점,203985280,22630,151819715,52165565,30006709,25444022,32584563,29704181,34080240,28016029,24149536,0,43415170,36922216,47221020,63552280,12874594,70568782,114914579,1187072,26013197,34049057,49638038,45366874,29229124,16589,6041,3704,3015,3633,2786,3451,3095,2946,0,4861,4023,5147,6971,1628,7956,13757,183,3874,4447,5400,4987,2820,3
774,1,골목상권,효창동주민센터,치킨전문점,23816261,810,18933962,4882299,2211100,2747444,4634109,5129437,4211872,3197025,1685274,0,0,0,662541,13145663,10008057,13921258,6789998,0,1364520,3642927,7030301,6475554,2197955,627,183,69,101,141,154,162,135,48,0,0,0,16,441,353,457,278,0,58,142,278,190,68,3
775,1,골목상권,효창동주민센터,호프-간이주점,6606403,1197,5956585,649818,922770,1140653,1343692,1294848,1254622,649818,0,0,2097423,3304159,1177047,27774,0,3305117,2469979,0,1042965,2051452,1137301,1438506,104871,1082,115,210,230,245,220,177,115,0,0,474,474,239,10,0,589,493,0,283,383,154,240,24,2
776,1,골목상권,효창동주민센터,커피-음료,149804475,11749,84098418,65706057,19311706,14984906,18977159,14879446,15945201,29631261,36074796,0,14341363,44339635,61791770,29227479,104228,43129655,104356149,28229,62499668,58128589,14293633,9233145,3302541,6934,4815,1619,1427,1425,1237,1226,2244,2571,0,1181,3392,4766,2393,17,3533,8094,7,5027,4513,1144,761,174,4
777,1,골목상권,효창동주민센터,일반의원,61726091,5147,50815855,10910236,7579143,15541936,10826697,7326348,9541731,10910236,0,0,18643591,24678639,11429687,6974174,0,16521126,45204965,0,6246945,20642533,10730927,17532629,6573057,4494,653,1068,931,851,793,851,653,0,0,1347,1524,1405,871,0,2026,3121,0,479,1304,963,1501,900,3
778,1,골목상권,효창동주민센터,치과의원,119968830,1349,107833810,12135020,26400590,26155925,20013407,22764549,12499339,12135020,0,0,14342362,30667938,59500889,15457641,0,55116882,64851948,50897,10155778,14100502,26167617,37493567,32000469,1188,161,295,313,196,170,214,161,0,0,117,437,465,330,0,568,781,45,127,144,423,305,305,3
779,1,골목상권,효창동주민센터,한의원,48911774,2406,40706986,8204788,12621885,8497013,4657622,10380743,4549723,8204788,0,0,1317261,16492747,17140139,13961627,0,12542657,34867528,0,2951964,16842598,5072769,5276534,17266321,2001,405,360,360,404,562,315,405,0,0,157,764,629,856,0,1180,1114,0,205,228,473,428,959,3
780,1,골목상권,효창동주민센터,자동차수리,85083314,1171,71913266,13170048,15475784,9859392,27445511,13605514,5527065,13170048,0,0,13304038,34251059,22298081,15230136,0,57570809,17407466,0,1328729,7782556,29354859,23933870,12578261,970,201,212,201,278,168,111,201,0,0,156,435,446,134,0,614,357,0,44,179,312,323,111,3
